Type,Hash,Name,Parameters,Return,ConversionKey,Conversion,NegatedConversion,ParseType,ParseRule,Notes
Query,09E9360D,PlayerHasExchaneableItem,CheckKindInsect: bool; CheckKindFishAndDiveFish: bool; CheckKindPut: bool; CheckKindBury: bool,inverted_bool,,,,,,
Query,0B361C35,BackDaysSincePreviousGrowUp,,inverted_bool,,,,,,
Query,0B6991E0,NetMovePlayerHasPOPID,,inverted_bool,,,,,,
Query,0B7381C5,SloNoneWeatherBush,,inverted_bool,,,,,,
Query,0BB82831,AmiiboNameWithTitle,,int2,,,,,,
Query,0BB8B390,UIWherearenInspectFollowListResult,,int3,,,,,,
Query,0BE38320,UIMiniGameCanStart,,inverted_bool,,,,,,
Query,0C829B0C,CommuneDonationDone,,inverted_bool,,,,,,
Query,0CDC913A,UIManageFutureMessage,,inverted_bool,,,,,,
Query,0CFF4AFD,NetIsFoundDreamLand,Type: str,inverted_bool,,,,,,
Query,0D192BDF,DonationDone,,inverted_bool,,,,,,
Query,0D5559D9,IsDIYHalloweenItem,,inverted_bool,,,,,,
Query,0DA9DDE8,VillageScoreCheckLife,BorderValue: float,bool,,<.name>() >= <BorderValue>,<.name>() < <BorderValue>,predicate,"ACTOR()
DOT()
ID(""VillageScoreCheckLife"")
LPAREN()
RPAREN()
CMP(.negated=['>=', '<'].index(__value))
VALUE(BorderValue=FLOAT)",
Query,0DDA4C9B,EnvSpecialWeather,,"enum[NormalWeather,HeavyShower_MorningBefore,HeavyShower_AfternoonBefore,HeavyShower_During,Rainbow,DoubleRainbow,AuroraBorealis_Before1800,AuroraBorealis,SpecialWeather8,SpecialWeather9]",,,,,,
Query,0DE6B234,NetAllSessionIsFull,,inverted_bool,,,,,,
Query,0DEEF73A,HaveExchangeEgg,,inverted_bool,,,,,,
Query,0E2F2D87,WherearenResumeOrderType,,int3,,,,,,
Query,0E711026,SaveIsDownloadedBackup,,bool,,,,,,
Query,0E876B37,WherearenCanNextGradeUp,GradeType: str,inverted_bool,,,,,,
Query,0E9AE331,CatalogItemKind,ItemKindType: str,inverted_bool,,,,,,
Query,0F720AAF,PlayerVillagerCount,Count: int,inverted_bool,,,,,,
Query,0FB6ADB2,FacilityNpcState,,int3,,,,,,
Query,0FD2EF08,NpcRumorIsEqualNpcChoice,RumorFavoriteChoiceTarget: str,int4,,,,,,
Query,118E60FD,IsUISelectNpcBirthday,,inverted_bool,,,,,,
Query,12C498F6,HgcPlayerDefaultOutfit,,inverted_bool,,,,,,
Query,12F9045C,ItemIsDecoratedAtTalkNpcHouse,JudgeTarget: str,inverted_bool,,,,,,
Query,141A0BAE,IsOnStarterFtrSwitch,,inverted_bool,,,,,,
Query,14958A4E,IsSelectedNpcMoveInToday,,inverted_bool,,,,,,
Query,14DEBCC2,IsLivingMyLandNpcForDream,,inverted_bool,,,,,,
Query,1518B141,IsSelectedNpcIsTent,,inverted_bool,,,,,,
Query,152E6AFF,SaveIsOnBackupRestoringSettingNotice,,bool,,,,,,
Query,1538C6E5,EnterGardenPattern,,int4,,,,,,
Query,1580470B,HasNpcHouseCoordinateEntranceSpace,,inverted_bool,,,,,,
Query,166A261E,PlayerHasCampCraftRecipe,,inverted_bool,,,,,,
Query,16F0B4BC,SystemIsInviteQuestNpcEntered,,inverted_bool,,,,,,
Query,170850EF,FadeSpeedCheck,Value: float; CheckValue: float; CheckType: int,inverted_bool,,,,,,
Query,17462A3B,PlayerCardinalDirection,,int4,,,,,,
Query,1A04DC18,NfpErrorType,,int3,,,,,,
Query,1AE87B8C,RandomChoice,ChoiceNumber: int,int,,,,,,
Query,1B10616A,IsUISelectNpcLiving,,inverted_bool,,,,,,
Query,1B8EC020,EventFlagBool,AccessKey: str,int,,,,,,
Query,1BB353CB,EventFlagInt,AccessKey: str; Border: int; FlagCheckType: int,int,,,,,,
Query,1C82FEFD,TradeFtrCanAttachLetter,,inverted_bool,,,,,,
Query,1D2025A4,PlayerHasOwnedMyDesign,,inverted_bool,,,,,,
Query,1DE11E7A,PlayerGetDemoCheckItem,CheckItem: str,inverted_bool,,,,,,
Query,1DEB191F,IsStartEnterDemoNpc,,inverted_bool,,,,,,
Query,1DFB78E7,UIIsShowConvDialogOnConstructionPortfolio,,inverted_bool,,,,,,
Query,1EAFFA64,IsDeliveryQuizRightAnswer,,inverted_bool,,,,,,
Query,1F1FFE90,CheckChristmasSantaPresentsNum,,int5,,,,,,
Query,1F2AB5A8,NetIsRegisteredSameNA,,inverted_bool,,,,,,
Query,1F9B7C95,FortuneBranchPost,,int6,,,,,,
Query,2007DDA6,CatchFesFreeQuery2,CatchFesQueryType: str,inverted_bool,,,,,,
Query,21369DC3,IsMyVillage,,inverted_bool,,,,,,
Query,21C7954C,EnvCheckBetweenDate,Month0: int; Day0: int; Month1: int; Day1: int; TimeType: str,inverted_bool,,,,,,
Query,2206B71E,PlayerPastDaysFromLastPlay,Border: int,inverted_bool,,,,,,
Query,22A89D4F,IsNnpcTent,,inverted_bool,,,,,,
Query,22AE0FE0,IsSamePhrase,,inverted_bool,,,,,,
Query,2365B60D,IsUISelectNpcSick,,inverted_bool,,,,,,
Query,237E1A26,NpcSickCuredBeforeYesterday,,inverted_bool,,,,,,
Query,23891C79,ExistWherearenFacilityRoomName,FacilityType: str,inverted_bool,,,,,,
Query,23A8A4D3,IsVisitQuestDayOfVisit,Type: bool,inverted_bool,,,,,,
Query,24399DD5,HouseOwnerLooks,,"enum[Lazy,Jock,Cranky,Smug,Normal,Peppy,Snooty,Sisterly]",,,,,,
Query,246B8272,IsChocolateWherearenNpc,,inverted_bool,,,,,,
Query,24858F8C,WherearenCheckAdrUISelectNpc,CheckNpcType: str,inverted_bool,,,,,,
Query,24E908C0,NpcHouseNum,NpcHouseType: str; Num: int,bool,,<.name>(<NpcHouseType>) < <Num>,<.name>(<NpcHouseType>) >= <Num>,predicate,"ACTOR()
DOT()
ID(""NpcHouseNum"")
LPAREN()
VALUE(NpcHouseType=STRING)
RPAREN()
CMP(.negated=['<', '>='].index(__value))
VALUE(Num=INT)",
Query,25519440,SoundDuckingTypeCheck,SoundDuckingType: str; CheckValue: str,inverted_bool,,,,,,
Query,25C1CE70,HasFreeInCommuneMail,,inverted_bool,,,,,,
Query,25EDA008,SaveIsExist,,bool,,,,,,
Query,262AE72D,NetMode,,int3,,,,,,
Query,2653D5BD,EnvHourOverGrowUp,,inverted_bool,,,,,,whether it has passed 5am without GrowUp happening
Query,266AF45B,EnvHourCompare,Hour: int; Minute: int; IsMidNight: bool; IsOverGrowUpTime: bool,int3,,,,,,
Query,26C89C45,IsAbandonedHouseNpc,MoveOutNpcType: str,inverted_bool,,,,,,
Query,26CED539,FoxIsSoldOut,,inverted_bool,,,,,,
Query,270F9B53,NpcBirthdayCast,,int5,,,,,,
Query,271AD54F,PassDaysSincePreviousGrowUp,,inverted_bool,,,,,,
Query,2793F9F5,IsWherearenAocAvailable,,inverted_bool,,,,,,
Query,28658B27,FoxItemCheck,,inverted_bool,,,,,,
Query,29038811,SaveIsUploadedBackup,,bool,,,,,,
Query,298F4AE9,WherearenShopLoan,,inverted_bool,,,,,,
Query,29954398,WherearenLookForHousemateState,,int3,,,,,,
Query,29E18A39,HasDeliveryItem,,inverted_bool,,,,,,
Query,2A3D4675,IsRunningMiniGame,MiniGameType: str,inverted_bool,,,,,,
Query,2A5F22CA,NpcHasAcquaintanceshipRumorPlayer,,inverted_bool,,,,,,
Query,2B9F00F5,TkkFreeQuery2,TkkQueryType: str,inverted_bool,,,,,,
Query,2BE8C3B5,AlpCanRemake,,inverted_bool,,,,,,
Query,2C1B1B7F,NetCanRequestLeave,,inverted_bool,,,,,,
Query,2CABD3ED,ShoppingCapacity,CapacityCheckType: str; ItemUniqueId: int,inverted_bool,,,,,,
Query,2CDDD350,MuseumRoomNo,RoomType: int,int,,,,,,
Query,2D3270F5,NetWherearenIsGetInspectReward,Type: str,inverted_bool,,,,,,
Query,2D9E2B99,PckHaveThreeNormalFearther,,inverted_bool,,,,,,
Query,2DC09C0E,NpcIsQuestFlagOn,QuestFlag: str,inverted_bool,,<.actor>.QuestFlags[<QuestFlag>],,function,"ACTOR()
DOT()
ID(""QuestFlags"")
LSQUARE()
VALUE(QuestFlag=STRING)
RSQUARE()",
Query,2DD1EA08,RandomChoiceExcludePrevious,ChoiceNumber: int; IsSetSpeakerChoiceResult: bool,int,,,,,,
Query,2E00211B,NetDreamDesignerIsMe,,inverted_bool,,,,,,
Query,2E0432F3,CanBuildHere,StructureType: str; StructureBuildPosType: str; StructureBuildTiming: str,inverted_bool,,,,,,
Query,2E0AD3F2,WherearenOrderStatus,,int8,,,,,,
Query,2EA48864,IsEqualPlayerNameAndSwkbdInput,,inverted_bool,,,,,,
Query,2ED8C199,MainPlayerIsBirthday,IsCheckNpcReservePlayerBirthday: bool; BirthdayCheckTimeType: str,inverted_bool,,,,,,
Query,2F0A4863,IsAlreadyCalledAmiiboNpc,Purpose: str,inverted_bool,,,,,,
Query,2FEC7E2E,CheckNpcLook,,int8,,,,,,
Query,3080793C,SeoCanReturnSwim,,inverted_bool,,,,,,
Query,31649C2F,WherearenIsExpandedFacility,WherearenFacility: str,inverted_bool,,,,,,
Query,334E2F93,SeoAppearSide,,int2,,,,,,
Query,3399031D,IsExistPHouseVisitNpcYet,,inverted_bool,,,,,,
Query,33B399C9,IsMuseumCafeTakeoutCustomer,,inverted_bool,,,,,,
Query,34325349,CanInduceNpc,,inverted_bool,,,,,,
Query,349E7B70,IsSanrioNpc,,inverted_bool,,,,,,
Query,34B93532,MuseumNameBoardIsDonateFossilItemSomeOne,EntryVariableKeyInt_LoopNum: str,inverted_bool,,,,,,
Query,34C8F1E5,IsResumeWherearenOrder,,inverted_bool,,,,,,
Query,34E84867,HasBellCount,Money: int,inverted_bool,,,,,,
Query,34F08BBE,IsRegularParty,MultipleType: str,inverted_bool,,,,,,
Query,353F9622,OwlMuseumCompleteRoomType,,int7,,,,,,
Query,359E1378,SystemCheckHighAndLow1stCard,,int3,,,,,,
Query,3652CB0E,CheckChristmasSantaPresentsProgress,CheckEnableTrade: bool; ChristmasPresentProgress: int,inverted_bool,,,,,,
Query,36ADB266,ReflectRoomSketchInWherarenNpcHouse,,inverted_bool,,,,,,
Query,37108F05,IsOtgOpenFade,,inverted_bool,,,,,,
Query,37149B08,PynIsEnableToExchangeEgg,,inverted_bool,,,,,,
Query,379C1733,WherearenExistFacilityName,FacilityType: str,inverted_bool,,,,,,
Query,382F1B62,IsWarningInsect,,int3,,,,,,
Query,3857CF66,SaveHasWherearenIslands,,inverted_bool,,,,,,
Query,38A53844,PlayerOutfitChange,,int,,,,,,
Query,38DB1B0B,IsAmiiboNpcMoveOut,,int3,,,,,,
Query,39604883,IsSelectedVillageLeader,,inverted_bool,,,,,,
Query,39607904,IsTalkedInMuseumCafe,,inverted_bool,,,,,,
Query,39A62DE3,MuseumRoomDonateRate,Rate: int,inverted_bool,,,,,,
Query,39C1C064,ReservedFutureMailWithPresent,,inverted_bool,,,,,,
Query,39E45227,IsAmiiboNpcSick,,inverted_bool,,,,,,
Query,3A409D63,HasAbleDisplayMyDesign,,inverted_bool,,,,,,
Query,3A5CB3E6,IsOnNpcInteriorReserveFlag,,inverted_bool,,,,,,
Query,3AB1D924,PlayerGetEasterEggRecipe,,inverted_bool,,,,,,
Query,3ADC0FDE,ControllerConnectResult,,int3,,,,,,
Query,3B11C2AA,IsIncludeNotJoyCon,,inverted_bool,,,,,,
Query,3B359B62,InducePlayerExist,,inverted_bool,,,,,,
Query,3B4B1918,DevideCarnivalEventState,,int5,,,,,,
Query,3B4B7547,IsSettlerQuestOutsideComplete,SettlerType: int; OutsideCheckType: int,inverted_bool,,,,,,
Query,3B674AE3,IsWherearenNpcOrderNewBuildType,,inverted_bool,,,,,,
Query,3CC314DC,IsExistBirthdayPlayerInSub,,inverted_bool,,,,,,
Query,3D220886,SaveIsBroken,,bool,,,,,,
Query,3D3A509B,UIIsRegisteredMyDesignFireworks,,inverted_bool,,,,,,
Query,3D7AC6EE,HgcIsChangeOutfit,,inverted_bool,,,,,,
Query,3DB354A2,IsCafeWaitSitAll,,inverted_bool,,,,,,
Query,3E509D73,IsAmiiboNpcMoveOutToday,,int3,,,,,,
Query,3E5CFCA6,MuseumDonationNumCheck,Border: int,inverted_bool,,,,,,
Query,3E684B3A,GulFreeQuery2,GulQueryType: str,inverted_bool,,,,,,
Query,3ECB8FDA,NpcIsRewardDecided,,inverted_bool,,,,,,
Query,3F247133,CheckCurrentNpcAIState,StateName: str,int2,,,,,,
Query,3F528975,MuseumRoomDonateRate2,Rate: int; MuseumRoomType: int,inverted_bool,,,,,,
Query,3FE303DC,EmoticonCanGet,,bool,,,,,,
Query,3FEDDBE2,SaveIsDownloadableBackupInfoGreaterThan,Count: int,bool,,,,,,
Query,4059FB41,UIIsCatalogBootSmartPhone,,inverted_bool,,,,,,
Query,40B5918B,RestoreFlagCheck,,inverted_bool,,,,,,
Query,40DADB55,CheckErrorType,ErrorType: int,inverted_bool,,,,,,
Query,413FA82E,NpcCatchQuestFishNormalType,,int2,,,,,,
Query,4143A26E,NetIsValidID,Kind: str,inverted_bool,,,,,,
Query,41A5AD4A,EventFlagMovePlayerBool,AccessKey: str,inverted_bool,,,,,,
Query,41C47F29,UICheckSelectedItemPrice,Border: int; JudgeTarget: str,bool,,<.name>(<JudgeTarget>) < <Border>,<.name>(<JudgeTarget>) >= <Border>,predicate,"ACTOR()
DOT()
ID(""UICheckSelectedItemPrice"")
LPAREN()
VALUE(JudgeTarget=STRING)
RPAREN()
CMP(.negated=['>=', '<'].index(__value))
VALUE(Border=INT)",
Query,41DC1E88,IsDeliveryToOthers,CatalogType: str,int3,,,,,,
Query,423B21F2,DevideHalloweenEventState,,int5,,,,,,
Query,42508F12,IsDoneBcatProcess,,inverted_bool,,,,,,
Query,4259AFFE,NpcQuestReward,,int3,,,,,,
Query,43079823,NetMoveSameNSAID,,inverted_bool,,,,,,
Query,4331DB42,HasOpenedDeliveryItem,,inverted_bool,,,,,,
Query,438C2593,IsAmiiboNpcLiving,,inverted_bool,,,,,,
Query,43F12523,EventNpcSet,EventLabelString: str,inverted_bool,,,,,,
Query,44537530,UIIsMyDreamIDFromList,,inverted_bool,,,,,,
Query,44A71920,IsSettlerQuestInsideMaterialSelect,SettlerType: int; InsideMaterialType: int,inverted_bool,,,,,,
Query,44F3487B,IsEnableToGetEggBasket,NeedNum: int,inverted_bool,,,,,,
Query,4531F505,DIYRecipeSelectInclude,ItemUniqueID1: int; ItemUniqueID2: int; ItemUniqueID3: int; ItemUniqueID4: int; ItemUniqueID5: int; ItemUniqueID6: int; ItemUniqueID7: int; ItemUniqueID8: int; JudgeTarget: str,inverted_bool,,,,,,
Query,4540536F,InsectFishBoxIsEmpty,,inverted_bool,,,,,,
Query,45551A63,NpcIsExistTradableFtr,,inverted_bool,,,,,,
Query,4561A662,UIShopBuyTailorResult,,int5,,,,,,
Query,4598A122,CheckEntryVariableBool,Value: bool,inverted_bool,,<Value><.actor_secondary>,,function,"VALUE(Value=BOOL)
ACTOR(.name=""EventFlowSystemActor"")",
Query,45CFE357,SloIsWeatherBushCommune,,inverted_bool,,,,,,
Query,45EC564B,KKFes,,int3,,,,,,
Query,45F0F029,NpcIsTreasureFind,,inverted_bool,,,,,,
Query,46393EE1,SystemCheckNowStage,CheckStage: str,inverted_bool,,,,,,
Query,4693AFB2,CheckPlayerHouseLockReason,,int3,,,,,,
Query,46D019D0,PlayerFind,,inverted_bool,,,,,,
Query,47261E87,LandFruit,,int5,,,,,,
Query,47520BBA,ItemRemove,,inverted_bool,,,,,,
Query,4897394F,MadeDIYKindNumOver,ItemKindType: str; BorderValue: int,bool,,,,,,
Query,48CE8C2B,CheckSubflowResult,SetIndex: int,int,,SubflowResults<.actor_secondary>[<SetIndex>],,function,"ID(""SubflowResults"")
ACTOR(.name=""EventFlowSystemActor"")
LSQUARE()
VALUE(SetIndex=INT)
RSQUARE()",
Query,48E48259,SaveIsImmediatelyAfterLandMove,,bool,,,,,,
Query,494D48DA,IsMyDesignProInMyDesignExchange,,inverted_bool,,,,,,
Query,4A4CC866,IsCafeMainPlayer,,inverted_bool,,,,,,
Query,4A52F415,MuseumCafeTakeoutNpcVisit,,inverted_bool,,,,,,
Query,4A87CA48,NetLockFailReason,,int3,,,,,,
Query,4A971C7E,IsWherearenMainFieldNpcShareHousePosition,,inverted_bool,,,,,,
Query,4ACC1DC6,NetDemoType,,int6,,,,,,
Query,4AEA334B,SystemRadioPlayMusic,,inverted_bool,,,,,,
Query,4B4FA6BD,SystemIsCanNotLookFace,,inverted_bool,,,,,,
Query,4BA33E26,EnvWeather,,"enum[Clear0,Clear1,Clear2,Rain3,Rain4,Snow5,Snow6,Clear7]",,,,,,
Query,4BFDA399,IsWatchItemDiveFish,,inverted_bool,,,,,,
Query,4C2194F0,PlayerIsEquipItem,ItemUniqueID1: int; ItemUniqueID2: int; ItemUniqueID3: int; ItemUniqueID4: int; ItemUniqueID5: int; ItemUniqueID6: int; ItemUniqueID7: int; ItemUniqueID8: int; EquipRequireType: str; PutawayType: bool; ReferenceLook: bool,inverted_bool,,,,,,
Query,4D376AF4,IsPluralAmiiboNpcVisitInMuseumCafe,,inverted_bool,,,,,,
Query,4D8F2D85,IsAlreadyCalledAmiiboAnotherTkk,,inverted_bool,,,,,,
Query,4DA47575,UIMyDesignDownloadWindowChoiceResult,,int3,,,,,,
Query,4DAEA326,NetHasFriend,,inverted_bool,,,,,,
Query,4DC1D724,IsFeelSourcePlayer,,inverted_bool,,,,,,
Query,4DDFD0B2,UISelectedItemIsWrapping,JudgeTarget: str,inverted_bool,,,,,,
Query,4EB31C22,EnvConstellation,ConstellationCheckType: str,"enum[Capricorn,Aquarius,Pisces,Aries,Taurus,Gemini,Cancer,Leo,Virgo,Libra,Scorpius,Sagittarius]",,,,,,
Query,4EE4F064,UIConstructionPortfolioPromotionResult,,int6,,,,,,
Query,4EECF291,IsDayBeforeKKFes,,inverted_bool,,,,,,
Query,4F04C22A,PlayerBirthdayIsSpecialDay,,int7,,,,,,
Query,4F1424E4,NpcCatchQuestFishAppearType,,int5,,,,,,
Query,4F9A4218,PlayerOutfitMarinesuit,,inverted_bool,,,,,,
Query,5005F7C5,HasCamperQuestItem,,inverted_bool,,,,,,
Query,509D21D0,NetDreamingTime,CheckValue: int,inverted_bool,,,,,,
Query,518CB010,CheckNpcPlace,CheckPlace: str,int,,,,,,
Query,5275DF54,CheckJuneBrideStudioTakePicture,,int3,,,,,,
Query,52BC22C9,HasDreamID,,inverted_bool,,,,,,
Query,52E20F2F,WherearenNpcActorFreeQuery2,Type: str,inverted_bool,,,,,,
Query,52E53AA5,IsAreadyCalledAmiiboNpcVisitInMuseumCafe,,int3,,,,,,
Query,53434C8B,WherearenNpcIsLocatedSea,,inverted_bool,,,,,,
Query,53523F1E,SystemHasBaggageSpace,CheckNum: int; CheckTargrt: str,bool,,<.name>(<CheckTargrt>) < <CheckNum>,<.name>(<CheckTargrt>) >= <CheckNum>,predicate,"ACTOR()
DOT()
ID(""SystemHasBaggageSpace"")
LPAREN()
VALUE(CheckTargrt=STRING)
RPAREN()
CMP(.negated=['<', '>='].index(__value))
VALUE(CheckNum=INT)",
Query,53B1F7C1,IsFirstWherearenOrderDemo,,inverted_bool,,,,,,
Query,5459FB36,VillagerNpcNum,Num: int; IncludeNotLiving: bool,bool,,<.name>(<IncludeNotLiving>) < <Num>,<.name>(<IncludeNotLiving>) >= <Num>,predicate,"ACTOR()
DOT()
ID(""VillagerNpcNum"")
LPAREN()
VALUE(IncludeNotLiving=BOOL)
RPAREN()
CMP(.negated=['<', '>='].index(__value))
VALUE(Num=INT)",
Query,545F693F,IsPlayerDisguise,,inverted_bool,,,,,,
Query,54BF01A1,FlagRandom,AccessKey: str; Denominator: int,int,,,,,,
Query,550AEC9B,SlopeNum,SlopeJudgeType: str; Num: int,bool,,<.name>(<SlopeJudgeType>) < <Num>,<.name>(<SlopeJudgeType>) >= <Num>,predicate,"ACTOR()
DOT()
ID(""SlopeNum"")
LPAREN()
VALUE(SlopeJudgeType=STRING)
RPAREN()
CMP(.negated=['<', '>='].index(__value))
VALUE(Num=INT)",
Query,5597244A,PlayerOutfitFieldMakeToolKit,,int4,,,,,,
Query,55E57F5F,ExistUnfinishMail,,inverted_bool,,,,,,
Query,56555959,SystemCountPlayerNum,Border: int,bool,,<.name>() < <Border>,<.name>() >= <Border>,predicate,"ACTOR()
DOT()
ID(""SystemCountPlayerNum"")
LPAREN()
RPAREN()
CMP(.negated=['<', '>='].index(__value))
VALUE(Border=INT)",
Query,56A8B41B,NpcIsHitByNet,,inverted_bool,,,,,,
Query,56AA9E64,PynCheckCraftItemNum,SetNum: int,inverted_bool,,,,,,
Query,579E3089,PlayerBedWaitCanopy,,inverted_bool,,,,,,
Query,57BBF323,IsInteriorReformed,,inverted_bool,,,,,,
Query,57E86881,GulAwake,,int,,,,,,
Query,57F4E25D,MuseumNameBoardIsCompleteFossilItem,EntryVariableKeyInt_LoopNum: str,inverted_bool,,,,,,
Query,581B06BC,NpcIsInvisible,,inverted_bool,,,,,,
Query,583457C7,IsTargetFtr,ItemUniqueId: int,inverted_bool,,,,,,
Query,593A25F2,WherearenIsChangedShopTailorClothType,,inverted_bool,,,,,,
Query,5977B26F,ControllerConnectNum,,int2,,,,,,
Query,5A5377B8,OtgFacilityFrontCreatePos,,int6,,,,,,
Query,5A6914E4,ComparePlayerCreateTime,Border: int,inverted_bool,,,,,,
Query,5B660519,UITitleResult,,int3,,,,,,
Query,5B968F3B,NpcCanStartReactQuestTalk,,int4,,,,,,
Query,5C561943,HospitalDonation,,int3,,,,,,
Query,5C6700B6,IsReceiveMargeItem,ItemUniqueID1: int; ItemUniqueID2: int; ItemUniqueID3: int; ItemUniqueID4: int; ItemUniqueID5: int; SetNum: int,inverted_bool,,,,,,
Query,5C9095A9,NetIsFoundMyDesign,Type: str,inverted_bool,,,,,,
Query,5CC9F685,PlayerGetDemoCollectStatus,PlayerGetDemoCollectStatus: str,inverted_bool,,,,,,
Query,5CCEA9CF,IsWaitingMovedIn,,inverted_bool,,,,,,
Query,5CF131C3,NpcCheckPastDays,AccessKey: str; Border: int,inverted_bool,,,,,,
Query,5D2DDD0C,IsMadeSnowManPlayer,,inverted_bool,,,,,,
Query,5D540EED,ShopLevel,,"enum[InResServiceTent,NooksCrannyInitial,NooksCrannyUpgraded]",,,,,,
Query,5D5EBE11,EnvTimeZone,,"enum[05:00-07:59,08:00-11:59,12:00-15:59,16:00-18:59,19:00-23:59,00:00-04:59]",,,,,,
Query,5DAF9DF3,NpcIsInducementPlayer,,inverted_bool,,,,,,
Query,5DE9561A,SceneCreateHourCompare,Hour: int; Minute: int; IsMidNight: bool; IsOverGrowUpTime: bool,int3,,,,,,
Query,5E750B1C,IsFirewoksApproachNpc,,inverted_bool,,,,,,
Query,5EAB6566,HasPlayerActivitySinceMoveIn,CheckPlayerType: int,inverted_bool,,,,,,
Query,5F87B948,CheckEventStateAtSceneCreateTime,EventLabelString: str,int4,,,,,,
Query,5F8DA8C6,PlayerHaveNewReaction,Reaction: str,inverted_bool,,,,,,
Query,5FC76ECC,UIIllegalReportResult,,inverted_bool,,,,,,
Query,600AF768,SaveIsEnabledBackupSetting,,bool,,,,,,
Query,602F53DD,WherearenAmiiboNpcFreeQuery2,Type: str,inverted_bool,,,,,,
Query,6098E590,PlayerCheckAI,PlayerEventFlowAI: str,inverted_bool,,,,,,
Query,60D2C6E1,CheckIsInsideHarvestSpecificRange,,inverted_bool,,,,,,
Query,60E72AFB,CountWaitingPlayerNum,Border: int,inverted_bool,,,,,,
Query,61C3602E,NpcBirthType,BirthType: str,inverted_bool,,,,,,
Query,61FA695F,NowRoomFtrNum,Count: int,inverted_bool,,,,,,
Query,62872DA8,HghCoodinateItemNum,,int6,,,,,,
Query,6311F69A,SaveVersionCheck,,int5,,,,,,
Query,645F1C7C,IsWherearenFacilityDemoLastRoom,,inverted_bool,,,,,,
Query,64A27722,HasNpcHouseCoordinateEndSpace,,inverted_bool,,,,,,
Query,64A351F5,SaveIsAbleToMoveIn,,inverted_bool,,,,,,
Query,65115897,IsMatchedOwnDreamIdAndInputDreamId,,inverted_bool,,,,,,
Query,65289158,MuseumLevel,,"enum[BlathersTent,BlathersMuseumNoArt,BlathersMuseumArt,BlathersNotMovedIn,BlathersCafe]",,,,,,
Query,65FB9043,WherearenEditTime,Minute: int,inverted_bool,,,,,,
Query,666630B8,SelectCeremony,,int8,,,,,,
Query,66A2D9C3,NetHasWherearenAuthorID,,inverted_bool,,,,,,
Query,67236806,NpcQuestIsLimitOver,QuestType: str,inverted_bool,,,,,,
Query,6780390A,MuseumNameboardIsNeedCameraTargetKind,EntryVariableKeyInt_LoopNum: str,inverted_bool,,,,,,
Query,6783FC11,SaveLastBackupElapsedDaysGreaterThan,Days: int,bool,,,,,,
Query,67A914F5,CheckCanInduceNpc,,int6,,,,,,
Query,68141918,NetCheckSessionType,,int7,,,,,,
Query,681CFC02,SystemIsCorrectFaceCard,,inverted_bool,,,,,,
Query,68254F47,OwlIsDonation,DonationCheckItemType: str,inverted_bool,,,,,,
Query,6904719E,PlayerHaveGetColorSquash,ScuashColor: str,inverted_bool,,,,,,
Query,6936B1EA,IsExistNpcInWherearenFacility,,inverted_bool,,,,,,
Query,69461CA9,WherearenIsNpcLiveTogether,,inverted_bool,,,,,,
Query,696B1070,MaterialCapacity,Border: int,int,,,,,,
Query,699F4477,HalloweenFtrNum,BorderNum: int,inverted_bool,,,,,,
Query,69B86D81,NpcCanStartQuest,,inverted_bool,,,,,,
Query,6A117340,IsDisableWorry,,inverted_bool,,,,,,
Query,6A53E425,CheckNpcActivity,Activity: str,inverted_bool,,,,,,
Query,6A61A295,NpcRumorIsSelectedAllDeny,,inverted_bool,,,,,,
Query,6AB859C2,IsApprovedFreeCommunication,,inverted_bool,,,,,,
Query,6AC85B1C,IsOnNpcExteriorReserveFlag,,inverted_bool,,,,,,
Query,6B05D6CD,IsDonateStampRackInvolveItem,,inverted_bool,,,,,,
Query,6B7EFF01,UIWherearenInspectBeforeList,,int6,,,,,,
Query,6B96537B,UIIsExistCoordinateSet,,inverted_bool,,,,,,
Query,6BA9CBE1,NpcCanStartApproach,,inverted_bool,,,,,,
Query,6BC01C3B,DevideHarvestEventState,,int5,,,,,,
Query,6BFDE978,IsUnconnectedVillageLeader,,inverted_bool,,,,,,
Query,6C06FD8B,NxRegionCode,,int6,,,,,,
Query,6C0B5A0B,HasLifeSupportPoint,Point: int; LifeSupportPointCheckType: str,inverted_bool,,,,,,
Query,6C2A80A8,NpcMuseumCafeCallCount,,int5,,,,,,
Query,6C5DFB8B,NpcIsTreasureHuntLimitOver2,,inverted_bool,,,,,,
Query,6CABD8A0,IsExistCafeCounterPlayer,,inverted_bool,,,,,,
Query,6CDA6082,FireworksTalkPrevState,,int4,,,,,,
Query,6D5DCE95,CheckAmiiboNPC,Kind: str,inverted_bool,,,,,,
Query,6D617EF5,SnowManGrade,,int4,,,,,,
Query,6D701408,NetIsPublicDream,,inverted_bool,,,,,,
Query,6D7F9A48,DeliveryItemIsFavor,,inverted_bool,,,,,,
Query,6D886420,NpcTreasureBurySuccess,,inverted_bool,,,,,,
Query,6E0EC270,CanMargeTentItem,,inverted_bool,,,,,,
Query,6E1A0353,ToCatnapAgain,,inverted_bool,,,,,,
Query,6E3B7E25,WherearenOrderInfoType,,int,,,,,,
Query,6E98A49D,NpcIsMovingRoom,,int3,,,,,,
Query,6ED32CA7,IsAllSingleHorizontal,,inverted_bool,,,,,,
Query,6EEBD3DE,IsTargetFtrAction,FtrAction: str,inverted_bool,,,,,,
